book_a;book_b;count
0515136379;0515120618;8
0449003787;0449221512;8
0449003787;0449221490;8
0440211263;0440221595;8
0449003787;0449219364;8
0385493800;0385497466;8
0743235150;0375504397;8
014029628X;0679781587;8
0679745203;0312195516;8
0805059555;0805036504;8
0446520802;0316666343;8
089480829X;0894805770;8
0805036504;0805059555;8
0671758896;0671867113;8
0515136379;0553294903;8
0451160525;034538475X;8
014029628X;0786868716;8
0345413369;0345413350;8
1558745157;0316666343;8
0679746048;0375727345;8
0425146413;0425132048;8
0425182908;0425172546;8
0552128481;0552131059;8
0552128481;0552124753;8
0679746048;0312195516;8
0553296981;0316666343;8
0553265741;0515126772;8
0767900383;0385504209;8
0679746048;0385335482;8
0060959037;0142001740;8
0373243790;0515128554;8
0515136379;0373218397;8
0440226104;0425162443;8
0345438329;1400031354;8
0316899984;0316601950;8
0312983867;0312265867;8
0156028778;0385504209;8
0425105334;0451184963;8
0140298479;0060987103;8
0515136379;0553265741;8
0805063897;0385722206;8
0375700757;068484477X;8
0373483503;0373484224;8
0670851086;0670844527;8
0375700757;0449005615;8
0805063897;0385504209;8
0345439104;0060930535;8
0345417623;0385504209;8
0552128481;0552134619;8
0805063897;0446672211;8
0140298479;0140293248;8
038079487X;0385720106;8
0345443284;0375707972;8
0380717018;0380710218;8
0345361792;0345337662;8
0553272837;0515121843;8
0842332251;084232920X;8
0345353145;0345378490;8
0345353145;0440211727;8
0670835382;0743211383;8
0767905385;0385504209;8
0842329129;0375706771;8
0440221595;0440211263;8
0064407675;0060987103;8
0345353145;0345378482;8
0842332251;0842329269;8
0375725784;0385504209;8
0441001971;0441005241;8
0670835382;0670855030;8
034538475X;0440211727;8
0451163524;0451167317;8
0553289411;0553280945;8
0345378490;0316666343;8
0452269571;0385722206;8
0140067477;0140230165;8
0553572326;0440214041;8
0451186362;0451176464;8
0670835382;0670858692;8
0671042858;0451167317;8
0446675059;0312195516;8
0440222656;0345370775;8
0515133876;0316666343;8
0312976275;0446610038;8
0385424728;0385511612;8
0345378490;0345353145;8
0345378482;0345353145;8
0842329293;0842329277;8
0670839531;0525941908;8
0440222656;0312195516;8
0380813815;0380978415;8
0842329285;0842329129;8
0064471047;0064471055;8
0842329285;0842329250;8
0385722435;0316666343;8
0066214122;0316666343;8
068484267X;0375707972;8
0312971346;044021145X;8
0451177096;0451156609;8
068484267X;0375727345;8
0553574663;0553560247;8
0425107469;0743418174;8
038550926X;0385335482;8
0684867621;0743211383;8
0671510053;0446672211;8
0451177096;0451167317;8
0312976275;0553279912;8
0446601241;0446604801;8
0684853507;0385199570;8
0446601241;0446606189;8
0312971346;0440214041;8
0345353145;0451183665;8
0446603716;0446606189;8
068484267X;067976402X;8
038550926X;0385335881;8
0441005241;0441001971;8
0684867621;0684853515;8
0312979096;0316666343;8
0449911004;0316666343;8
084232920X;084233226X;8
0060929871;0345342968;8
0380718332;0425175405;8
0425137562;0425146413;8
0451183665;0345353145;8
0842329269;0842332251;8
0385505833;0446672211;8
084232920X;0842329250;8
084232920X;0842332251;8
0385722435;0312195516;8
0452279178;0670868361;8
0345339703;043935806X;8
0064407675;0439064864;8
0446532452;0786868716;8
0345339703;0385504209;8
0425107469;0425128164;8
0380718332;0446610038;8
0446532231;0060392452;8
0385505833;0440211727;8
0451186362;0671042858;8
084233226X;084232920X;8
038550926X;0743418174;8
0385505833;059035342X;8
0425107469;0425124347;8
0671042858;0451186362;8
0425180638;044021145X;8
0767915054;0316666343;8
0671042858;0451184963;8
0345351525;0440211727;8
0064471101;0064471055;8
0441005748;0441304834;8
0380814021;0064472795;8
0671004573;0671867156;8
0345369947;0345337662;8
0684848783;0385504209;8
0446611867;0316666343;8
0515130389;0515132020;8
0446532452;0446605239;8
0515130389;0515126772;8
0449005615;0679781587;8
0670839531;0375504397;8
0446601241;0312924585;8
0684853507;0670839531;8
0553280945;0553250426;8
0684853515;0684853507;8
0440215625;0385504209;8
0451172817;044021145X;8
0446601241;0316666343;8
0441002935;0425181685;8
0842329250;0842329285;8
0842329277;0842329129;8
0440215625;0312195516;8
0425179672;0316666343;8
0684853515;0684867621;8
0440215625;044021145X;8
0345339681;0316666343;8
0451184963;0451155750;8
0842329277;0842329293;8
0373218036;0373218486;8
0345342968;0060929871;8
0842329250;084232920X;8
0385511612;0385424728;8
0064471055;0064471047;8
0553271636;0449221482;8
0345339681;0316769487;8
0684853507;0684853515;8
0345387651;0786868716;8
0446611212;0440236673;8
0345342968;0451524934;8
0385424728;0316666343;8
0553583441;0385504209;8
0385509456;0316666343;8
0064471055;0064471101;8
0064472795;0380814021;8
0345369947;0440206154;8
0553280945;0553289411;8
0671510053;0316666343;8
0446611212;0446612790;8
0451184963;0451169522;8
0451184963;0425105334;8
0385722435;0060987103;8
0451184963;0671042858;8
0671510053;0064407667;8
0449005615;0375700757;8
0684853507;0670855030;8
0552134627;0552131075;7
0552131059;0552131067;7
0140298479;0142001740;7
1592400876;0385504209;7
039592720X;0312195516;7
0151008116;0446672211;7
0451188454;0440234743;7
0425158616;0425175405;7
0316693200;0316693251;7
0446532452;0385504209;7
0812509250;0812575717;7
0345369947;034538475X;7
0439136369;0345339681;7
067102423X;034538475X;7
0440222656;0440226430;7
055357258X;0553574671;7
0515130389;051513287X;7
0805063897;0312195516;7
0451188454;0440236673;7
084232920X;0842329285;7
0060987529;1400031354;7
051513628X;0373218192;7
0553213148;0679781587;7
0060959037;0375727345;7
0425105334;0451167317;7
0743211375;0385504209;7
0679746048;0060987103;7
0515133973;0515121843;7
0670851086;0670835382;7
0425191583;0515128546;7
0786885688;0375726403;7
0060987529;0786868716;7
0345439104;0452282829;7
0515130389;0515128554;7
0671042858;0553580221;7
0425169863;0380718332;7
0316788228;0452282152;7
0375700757;0743418174;7
0446606189;0446609323;7
0451155750;0451167317;7
038079487X;0140293248;7
0515133973;051513287X;7
0743211375;0375504397;7
0425189864;0425182878;7
051513628X;0399149848;7
0380717018;0380718340;7
067102423X;0345313860;7
0345369947;0345313860;7
0767902521;0060392452;7
0440401585;0440498058;7
0440401585;0440487617;7
0345423291;0316666343;7
0679746048;0060928336;7
0425182908;0446610038;7
0425136981;042513525X;7
0385472951;0345313860;7
0452269571;0449212602;7
0380718332;0425180638;7
0515130389;0515128546;7
0515133973;0515131229;7
0060959037;0452282152;7
0375401601;0345337662;7
055357258X;0553560247;7
0380723638;0380725835;7
0552131059;0552134627;7
0375703055;0060930535;7
0425191583;0515132020;7
0449212602;0345361792;7
0451155750;0451156609;7
0373483694;0373483503;7
0449223604;044021145X;7
0451169522;0451172817;7
0060987529;0440498058;7
0373483694;0373484224;7
0449003787;0553279556;7
0449003787;0553280368;7
0425189031;0515128546;7
0670844527;0743211383;7
0671024248;0451156609;7
0842329218;0385504209;7
0449003787;0553279912;7
0316693200;0385503822;7
0786881852;0440226430;7
0743227441;0679781587;7
0449223604;0449219461;7
0312983867;0688177751;7
0679731148;0140298479;7
0670880728;0743418174;7
0449212602;0345313860;7
0425179885;0425182878;7
0679731148;0142001740;7
0425189031;051513287X;7
0449212602;0345337662;7
0425189031;0515131229;7
0805062971;0385498721;7
0060987529;0385504209;7
0679745203;0345361792;7
0425189031;0425183971;7
0452279178;0670851086;7
0671727583;0671693816;7
0446608955;0446310786;7
0070212570;0440226430;7
0552134627;0552124753;7
0670894605;0385484518;7
0446608955;0446531332;7
0373484224;051511779X;7
0552134627;0552131059;7
0451169522;0451156609;7
0312986343;0312966970;7
038533334X;0316666343;7
0399501487;044021145X;7
0316693235;0385503822;7
042513525X;0425136981;7
0552134619;0552131067;7
0451169522;0451167317;7
0425107469;0316666343;7
0684865742;0312195516;7
0449223604;0446610038;7
038533334X;0142001740;7
0316693235;0446601241;7
0375700757;0060928336;7
0425143325;0425116840;7
0553580221;0345384369;7
0060929871;0312924585;7
0316782505;0316666343;7
1573227331;1573229326;7
0070212570;0375707972;7
0373483694;051511779X;7
0345445848;1400034779;7
0345423291;0446672211;7
0553572997;0439064872;7
0425121631;0316666343;7
0399148248;0515136530;7
0070212570;0375726403;7
0375727132;0316666343;7
0345445848;1400031354;7
0316788228;067976402X;7
0380813815;1400031354;7
0671888587;0671004549;7
0385722435;0312305060;7
0440241537;0440241073;7
0151008116;0375726403;7
0553576801;0446612790;7
0679441018;0345337662;7
0451168615;044021145X;7
0679441018;034538475X;7
0449005615;0743418174;7
0345445848;155874262X;7
0373218192;051513628X;7
0151008116;0385504209;7
0670880728;0439064864;7
0064400034;0064400042;7
080410753X;0312195516;7
0441003745;0425181685;7
0446612790;0312195516;7
0345439104;0446672211;7
0345342968;0399501487;7
0345413350;0316666343;7
0060929871;0316769487;7
140003180X;1400031362;7
0671867172;0425132048;7
0451172817;0671042858;7
0375700757;0375705856;7
0425121631;0425126064;7
1573229326;0060987103;7
0552134619;0552124753;7
0552134619;0552140295;7
0552131067;0552134643;7
0425180638;0380718332;7
0553265741;0515131229;7
0553580221;0425107469;7
0451172817;067102423X;7
0425158616;0380710218;7
0440241537;044023722X;7
0552142379;0552124753;7
0140067477;0590353403;7
0385505833;0312980140;7
0312983824;0312966806;7
0786867647;0316666343;7
0767905180;0743418174;7
0373243790;0399145923;7
0425142485;0553582747;7
0671042858;0440214041;7
0786867647;0312195516;7
0515122734;0515132020;7
0373218036;0373483503;7
0385472951;0385424736;7
0552131067;0552137030;7
0156005891;015600710X;7
0316969443;0446605239;7
0060392452;0804106304;7
0786867647;0345438329;7
0375702709;0446670251;7
0345342968;068484477X;7
0679751521;0316666343;7
0451169530;0156027321;7
067164257X;051511992X;7
0679751521;0345370775;7
0684867621;0670868361;7
0451172817;0451177096;7
0446602620;0446667900;7
0425107469;038079487X;7
0552131067;0552131059;7
0385497466;0440211727;7
0552131067;0552134619;7
0385497466;0440214041;7
0399145923;0373243790;7
0553295977;0515128546;7
0767905180;0767905202;7
0060392452;0767902521;7
0446610542;0316666343;7
0515124214;0515132020;7
0679746048;0140298479;7
0553295977;0515132020;7
0440226104;0142000205;7
0679751521;0345337662;7
0452269571;0679781587;7
0553295977;0515126772;7
0553295977;0515122734;7
0553295977;0515121843;7
0316693006;0316603287;7
0316899984;0671038184;7
0312983867;0061009059;7
0373484003;0515131229;7
0373243790;0373484224;7
0446612545;0446606189;7
067102423X;074343627X;7
0515124214;051513628X;7
0064400042;0064400034;7
0399501487;0451526341;7
0399501487;0451524934;7
0373484003;0515132020;7
0312265840;0312976275;7
0553265741;0515121843;7
0515124214;0515136379;7
0425182878;0440234743;7
0446532231;0786868716;7
039914840X;0399148248;7
0440212561;0452282152;7
0316969443;0385504209;7
0373484224;0373243790;7
0684872153;0312195516;7
0743211383;0743235150;7
0446610542;051513628X;7
0345439104;0679781587;7
015600710X;0156005891;7
0345439104;067976402X;7
155874262X;1558743316;7
0060958022;0312195516;7
1400031362;0671027360;7
0679439382;0385504209;7
0743211383;0684853507;7
0312983301;0312983271;7
1400031362;140003180X;7
0451172817;0451132378;7
0373243790;0373483503;7
155874262X;0345445848;7
068484267X;0312195516;7
0743211383;0670844527;7
006101351X;059035342X;7
0515122734;0553295977;7
0345342968;0743418174;7
0671743058;0316666343;7
051512317X;051513628X;7
0375702709;0316666343;7
051512317X;0373483503;7
0385472951;0440214041;7
0684872153;0385484518;7
0375702709;0060987103;7
0552131075;0552137030;7
0399148027;0446672211;7
0345439104;0671021001;7
0671028375;0316666343;7
0552131067;0552124753;7
051512317X;0373484224;7
0451169530;0060928336;7
0140067477;0439136350;7
055357230X;0446610038;7
0060392452;0671027360;7
1558744150;0375706771;7
0425162443;0385722206;7
0345342968;0804106304;7
0373484224;0373483694;7
0553265741;0373483503;7
0670851086;0345337662;7
0375702709;0312195516;7
155874262X;1558744150;7
0345423402;0441005748;7
0440226104;0375706771;7
0440226104;0375707972;7
0312265840;0312966091;7
0345423402;0441002935;7
0671024248;0316666343;7
0373243790;0515131229;7
0811801802;0385504209;7
0060929790;0679781587;7
0345423402;0441001971;7
0399149848;051513628X;7
0316789089;0312195516;7
0552131075;0552140295;7
0375702709;0743237188;7
0425182908;0316666343;7
0345423402;0441003745;7
0743211375;0743235150;7
0060959037;0060915544;7
0451169530;0345337662;7
0312265859;0312265840;7
0440222656;044021145X;7
0671042858;0451172817;7
0345368932;0345362861;7
0440222656;0440213525;7
051511779X;0515121843;7
0679746048;0316769487;7
0679746048;0316569321;7
0451169530;0345361792;7
0805063897;0679781587;7
0805063897;0452282152;7
0449003795;0553280341;7
0425107469;0345384350;7
051511779X;051513287X;7
0312265859;0312966970;7
0312265859;0312976275;7
080410526X;0385484518;7
0373243790;0515136379;7
1573221937;0316666343;7
0671670689;0671695126;7
051513628X;042518630X;7
080410526X;0385335482;7
0316899984;0375706771;7
0316899984;0345439104;7
0312265840;0312265859;7
0316899984;0375707972;7
0553272535;0316666343;7
0425182878;0425189864;7
0552131075;0552134651;7
0670851086;0452279178;7
0671039725;0451176464;7
0425182878;0425178765;7
051511779X;0373484224;7
0316899984;0380730138;7
051511779X;0373483694;7
0440226104;0375727345;7
0671039725;0451167317;7
0425182878;0425179885;7
0451147367;0451156609;7
0553579754;0316666343;7
0743211383;0385199570;7
0553574663;0553574639;7
0767900383;0316666343;7
051511779X;0373483503;7
0316899984;0385720106;7
0671004549;0671758896;7
0671004549;0671793489;7
0671042858;0451132378;7
0425121259;0425107469;7
0425121259;0425124347;7
0552131075;0552134627;7
0451166582;0451167317;7
0345409671;0345384466;7
0425115801;0425107469;7
074343627X;067102423X;7
0452269571;0671003755;7
0345384350;0425107469;7
0553265741;0425183971;7
0446670111;0060987103;7
0553572997;0440214041;7
0345387651;0060928336;7
0671004549;0671888587;7
0425172546;0440220602;7
0446601241;0440236673;7
080410526X;0446606812;7
0441005489;0441005764;7
0441003745;0345423402;7
0425183971;0425181464;7
0553574663;0553572040;7
1573229326;0446672211;7
0971880107;044651652X;7
0380789035;0375727345;7
0380002930;0786868716;7
044651652X;0671021001;7
044651652X;0671003755;7
0452284449;0385504209;7
0449212602;0452269571;7
0385336179;0316666343;7
0446670251;0375702709;7
0670865796;0671003755;7
0399145087;0684835959;7
0679736042;0679731148;7
0380002930;0679781587;7
1400031346;0312278586;7
0804114986;0804106304;7
0385474016;0312195516;7
0670858692;0451176464;7
0385336179;0385504209;7
0440211263;0440213525;7
1400031346;0060987103;7
0380813815;0375727345;7
0345384466;0316666343;7
0553574663;044922046X;7
1573229326;1573227331;7
0842329285;0842329269;7
0804114986;068484477X;7
0842329285;084232920X;7
034541389X;0345413881;7
044651652X;0440214041;7
0515120618;0515136530;7
0451173317;0345337662;7
0316777722;0312195516;7
0446605484;0316666343;7
0385424728;0385424736;7
0553574663;055356773X;7
0380789035;0380789019;7
0971880107;0446672211;7
0380813815;0385504209;7
0553572997;0316601950;7
038542017X;0316666343;7
038549081X;0385504209;7
044651652X;0446672211;7
0345384466;0060928336;7
0385424728;0385504209;7
1400031346;0316666343;7
0804111359;0385722206;7
0449212602;0451524934;7
0767905385;0743418174;7
051511992X;067164257X;7
0345353145;0385504209;7
1573229571;014029628X;7
0670858692;0385199570;7
0842329242;059035342X;7
0684801523;0451524934;7
038542471X;0316666343;7
0312995423;1400034779;7
0971880107;0385335881;7
0449223612;0449221512;7
0316780375;0312195516;7
0449223612;0449221490;7
0440235596;0385335881;7
0064407675;0060938455;7
0446675059;0312966091;7
039914840X;0515136530;7
0441005764;0441005489;7
0345353145;0312924585;7
0446605484;0440214041;7
0345353145;034540288X;7
0971880107;0375707972;7
1558744150;155874262X;7
0425116840;0425143325;7
0553250426;0345370775;7
0062502182;0312195516;7
0553572997;0312195516;7
0373483503;0373483694;7
0440211263;0316666343;7
0380789035;0316666343;7
0449223612;0449219364;7
0684801523;0452282152;7
0345417623;044023722X;7
0553572040;0553574663;7
0446670251;0375707972;7
0385510438;0399150897;7
038572179X;0743418174;7
0452284449;0312195516;7
0441010512;0441008534;7
0449223612;0449003787;7
0670835382;0684853515;7
0440211263;0345370775;7
0671693816;0671727583;7
1573229326;0446310786;7
0446675059;0060987103;7
0553250426;0385504209;7
0441008534;0441010512;7
0451173317;0345313860;7
0385507593;0385504209;7
0451169514;0671041789;7
0446613266;0380718340;7
0671510053;0345337662;7
0670858692;0670855030;7
0684853515;0375504397;7
0142000205;0375706771;7
0345354621;0345370775;7
0142000205;0743418174;7
0670858692;0670844527;7
0804114986;0316601950;7
0671510053;0316569321;7
0345416260;0316666343;7
0060977493;0375726403;7
037541309X;0312195516;7
0345416260;0312195516;7
055356773X;0553574663;7
0142000205;0671038184;7
0671510053;0312195516;7
0451169514;0451177096;7
0451169514;0451180232;7
0842329269;0842329285;7
0451169514;0451184963;7
0451169514;0451186362;7
0451169514;0451188462;7
042518630X;0373483503;7
0670858692;0684853515;7
0671510053;014028009X;7
0671510053;0142001740;7
042518630X;0312966970;7
0451169514;0451172817;7
0451169514;0451156609;7
0684853507;0743211383;7
0515120618;0373483503;7
0553250531;0345337662;7
0670858692;0743211383;7
1878424319;0316666343;7
0679735771;0345313860;7
0743412028;0385504209;7
0553580221;0671042858;7
0684801523;0804106304;7
0425124347;0425121259;7
0552137030;0552131075;7
0552137030;0552131067;7
0446613266;0446612790;7
0804114986;0440226430;7
0142000663;0684801523;7
0515120618;0515120006;7
0515120618;0515131229;7
0345384466;0345409671;7
0515120618;0515127833;7
042518630X;0515136379;7
0671695126;0671670689;7
042518630X;051513628X;7
0671695126;0671534718;7
1558747109;1558745718;7
0515120006;0515120618;7
0345384466;0380002930;7
0552134651;0552131075;7
0446611867;0446606812;7
0380725835;0380723638;7
0684853515;0670839531;7
0684853515;0670835382;7
0671695169;0671534734;7
0671695169;0671759345;7
0142001430;0671027360;7
0684853515;0670868361;7
0553572997;0345370775;7
0345459202;0312195516;7
0684853515;0670858692;7
0804111359;067976402X;7
0375500510;0312278586;7
0446613266;0446610038;7
055357230X;0380718340;7
0553250531;0679781587;7
1573229326;067976402X;7
0345459202;0316666343;7
0142001430;0385722206;7
0684801523;0312195516;7
0142001430;0375726403;7
0440487617;0440401585;7
0425183971;042518630X;7
0451183665;0345380371;7
0670855030;0385199570;7
0618002227;0439139597;7
1565122968;0380730138;7
0684801523;0142001740;7
0380789019;0345313860;7
0786881852;0316666343;7
0451169522;044021145X;7
0451173317;0451156609;7
0380002930;0345384466;7
0380002930;0316666343;7
0804108749;0316666343;7
0385486804;0316666343;7
0805036377;0805036504;7
0399146431;0312195516;7
0684801523;0156027321;7
0312990456;0385504209;7
0684801523;0142000663;7
155874262X;044021145X;7
0842332278;084233226X;7
0385508042;0385503822;7
044022165X;0345337662;7
0380002930;0385484518;7
0345445848;0316666343;7
0380002930;0385504209;7
0446365386;0446363251;7
0385492081;0446672211;7
0842332278;0842329242;7
0385492081;0446610038;7
0380789019;0380789035;7
0316781142;0446527785;7
0451173317;0451142934;7
0345384369;0553580221;7
0767905202;0767905180;7
0385508042;0385504209;7
080410753X;0449212602;7
0446612790;0380717018;7
080410753X;1400031354;7
0743235150;0743211383;7
0385493800;0440211727;7
0743235150;0743211375;7
0525941908;0670858692;7
0525941908;0670835382;7
0440498058;0440401585;7
0070212570;067976402X;7
0440498058;059035342X;7
0399147195;0316666343;7
0385493800;0440213525;7
0446365386;0345337662;7
0425183971;0425189031;7
0061097101;0316601950;7
0316693251;0316693200;7
0380718332;0425169863;7
0743235150;0670868361;7
0805036504;0805036377;7
0684848783;0316666343;7
0451186362;0451184963;7
0345362861;0345368932;7
0684848783;0312195516;7
0140386645;0440498058;7
0425183971;0515121843;7
0451168615;0451184963;7
0441005748;0345423402;7
0451163524;0345313860;7
0070212570;0452282152;7
0425189031;0373483503;7
0525941908;0385199570;7
0425183971;0553265741;7
0312986343;0671001795;7
0380018179;044021145X;7
0375504613;0743418174;7
0525941908;0451156609;7
0425183971;0515128554;7
0385493800;0385424736;7
080410753X;0609804138;7
0679731148;0679736042;7
0345350499;0312195516;7
0679731148;0679781587;7
0971880107;0312278586;7
0446610399;0316666343;7
0425183971;0515128546;7
0425175405;0425158616;7
0451153553;0451176464;7
0440498058;0060987529;7
0141000198;0385484518;7
0552140295;0552131075;7
080411109X;0452282829;7
0552140295;0552128481;7
080411109X;0671021001;7
0451153553;0451184963;7
0552140295;0552134619;7
0316780812;0385504209;7
0671693816;0375727345;7
0373218036;0515136530;7
0345351525;0345370775;7
0064407675;0316666343;7
0679734775;0679781587;7
0316154059;0316666343;7
0446612790;0553576801;7
0316154059;0385504209;7
0452280621;0316666343;7
0380002930;0440498058;7
0552134643;0552131067;7
0440498058;0312966091;7
0670855030;0670844527;7
0425126064;0425121631;7
0375504397;0345313860;7
0671693816;0440226430;7
0446605484;0446364193;7
0670868361;0385199570;7
0345413881;034541389X;7
0446612790;0671001795;7
0552134643;0552128481;7
0451186362;0451170385;7
0345351525;0451524934;7
0446605484;0440241073;7
0451186362;0451169514;7
0142001805;0156027321;7
055356160X;055356451X;7
0441003257;0316666343;7
0671534734;0671534718;7
0553272837;051513287X;7
0670855030;0670858692;7
0446605484;0446607657;7
0553250426;0060930535;7
080411109X;0804106304;7
0670835382;0670851086;7
0345445848;014029628X;7
0375504397;067102423X;7
0679734775;0316666343;7
0670868361;0743235150;7
0375504397;0684853515;7
0345445848;0140293248;7
0373244487;0515128554;7
0451183665;0440214041;7
0679734775;0375727345;7
0375504397;0670844527;7
0399501487;0345342968;7
080411109X;0316569321;7
0553560247;055357258X;7
0425175405;0425163407;7
0316781142;0316601950;7
0345445848;0312195516;7
0312990456;0440214041;7
0060922532;0312305060;7
0316781142;0316666343;7
0671004573;0671758896;7
0141000198;0140293248;7
0373218036;0515126772;7
0345351525;0316666343;7
0375725784;0060987103;7
084233226X;0842329129;7
0670835382;0525941908;7
0064407675;0345337662;7
0399148248;039914840X;7
0375412530;0060987561;7
0679734775;0385504209;7
0385508042;0316666343;7
0441005748;0425181685;7
0452269571;0312195516;7
044651862X;0316666343;7
0375725784;0060934417;7
0671867091;0446610038;7
0425128164;0425142485;7
014100018X;0316666343;7
0684848783;0446672211;7
084233226X;0842332278;7
0451151259;0451156609;7
0060392452;0375727345;7
0345342968;0345391802;7
0446527785;0316781142;7
0440414806;044023722X;7
0679429220;0375727345;7
0425132048;0671867172;7
0446606812;0679781587;7
0451137965;0345370775;7
0767905180;0312195516;7
014025448X;0140265686;7
0142001805;0060987529;7
0451526341;044021145X;7
0618002219;0439139597;7
0345396936;034538475X;7
0671534734;0671695169;7
0671534734;0671759345;7
0446607711;0440236673;7
0552124753;0552142379;7
0140244824;0375707972;7
0553268880;044021145X;7
0446531332;0446608955;7
0399501487;0679781587;7
0670813028;0670839531;7
0425107469;0553580221;7
014025448X;0142001740;7
014025448X;0316666343;7
0767905180;0312278586;7
0451526341;0399501487;7
0425107469;0425115801;7
0440998050;0439139597;7
0060915544;0446672211;7
0767905180;0316601950;7
0440998050;043935806X;7
0446606812;080410526X;7
0451526341;0345370775;7
0399150897;0385510438;7
0345339703;0439064872;7
0684833395;0316769487;7
0425181464;0425183971;7
0446604801;0440213525;7
0425107469;0425121259;7
0552124753;0552134627;7
0345378490;059035342X;7
0670844527;0375504397;7
0446604801;0380718340;7
0552124753;0552134619;7
0553574671;055357258X;7
0385721420;0060987103;7
0515127833;051513287X;7
0671041789;0451169514;7
0345452550;0385504209;7
0671041789;0451167317;7
0515132187;051513287X;7
0767905180;0060928336;7
0451190556;0451156609;7
0399150897;0316666343;7
0345370805;0446672211;7
0441304834;0441005241;7
0312306326;0061009059;7
0515127833;0515120618;7
0688177751;0743418174;7
0451169530;0812550706;7
0312306326;0312971346;7
0451132378;0671042858;7
006000438X;0060987103;7
0345325818;0345339738;7
1558743669;0142001740;7
1573225789;0446310786;7
0679429220;0345361792;7
0552124753;0552131067;7
0345325818;0345339711;7
0345334531;0345351525;7
044922046X;0553574663;7
0345378490;0440226430;7
0671041789;0451156609;7
0345339681;0842329129;7
0515132187;0515132020;7
0345378490;0440221471;7
0345334531;0345337662;7
0345334531;0345313860;7
0440224675;0345337662;7
0385479565;0316666343;7
0060915544;0060959037;7
0451180232;0451160525;7
0446609404;044651652X;7
0385424736;0385424728;7
0060915544;1400031354;7
0385424736;0385493800;7
0385502532;0316666343;7
0312243022;0446672211;7
0451524934;0449212602;7
067088300X;0142001740;7
0451180232;0451163524;7
0836221362;0836217691;7
0451180232;0451169514;7
0446532231;0385484518;7
0345339711;0345325818;7
0451161343;0451184963;7
0425181685;0441005748;7
0385424736;0385472951;7
0451524934;0451160525;7
055356451X;055356160X;7
0836221362;0836218787;7
0345438329;0786867647;7
0451180232;0451177096;7
0385730586;0316666343;7
0425181685;0441003745;7
0451524934;0345391802;7
0140265686;014025448X;7
0671759345;0671534718;7
0425167313;0440226430;7
0345434803;034538475X;7
0671759345;0671695169;7
0451188462;067102423X;7
0671759345;0671534734;7
0743203631;0375726403;7
0671041789;0385511612;7
0345434803;0345313860;7
034540288X;0345353145;7
0671041789;044021145X;7
0440213290;067976402X;7
0515135062;0515132020;7
0446532231;014028009X;7
0684874350;0375706771;7
0671041789;0440214041;7
0385503822;0316693235;7
0385503822;0316693200;7
0446609404;0446604801;7
037570504X;0375706771;7
0385503822;0385508042;7
0553580191;0553579754;7
0140254544;0140270590;7
0312243022;0312195516;7
0345435168;0312195516;7
0312243022;0316666343;7
034540288X;0345391055;7
0140257934;0140270590;7
0451137965;0451167317;7
0553268880;0345337662;7
0446531332;0446527793;7
0446603716;0446610038;7
0684874350;0374199698;7
0425167313;0446672211;7
0812575717;0812509250;7
0684874350;0316769487;7
0345438329;0743418174;7
0345339703;0671027360;7
0373218397;051513287X;7
0446604801;0446609404;7
0446532231;0316666343;7
0440998050;0312278586;7
0515127833;0515136379;7
0446609404;0440213525;7
0440998050;0316666343;7
0446604801;0446603716;7
0836218620;0836217691;7
0385721420;0385504209;7
0385511612;0671041789;7
0373484410;0515128554;7
0373484410;0515132020;7
0345436911;0316666343;7
0553296981;0446608955;7
0380730138;0316899984;7
0553579754;0553580191;7
0451170385;0451169530;7
0451163524;067102423X;7
0345391055;034540288X;7
0452262143;0451160525;7
067088300X;0609804138;7
0385722435;0375726403;7
0385721420;0375727345;7
0345378482;0345370775;7
0385424736;0440213525;7
0441172717;0312924585;7
0064471047;0064471063;7
0316603287;0316693006;7
0064471047;0064471101;7
0373218397;0515136530;7
0345391055;0440220602;7
0373218397;0515126772;7
031242227X;0345361792;7
0345438329;0060934417;7
0688170528;0312195516;7
0373218397;0515132020;7
0345391055;0425147622;7
0373218397;0515128554;7
0373218397;0515128546;7
0452279178;0345313860;7
0679454470;0316666343;7
0449005615;0316666343;7
0446606812;0440213525;7
0451170385;0451186362;7
0140179836;0060976845;7
0446609323;0446606189;7
0688177743;0312195516;7
031242227X;0375726403;7
0446606812;044021145X;7
0877017883;0385504209;7
0671793489;0671004549;7
0064471047;0590353403;7
0060920084;0316666343;7
0316602906;0316666343;7
0064471063;0064471047;7
014023313X;0375727345;7
0375706410;0679781587;7
0375705856;067976402X;7
0553296981;0385504209;7
031242227X;0385504209;7
0385511612;0786868716;7
0836218787;0836221362;7
1573225789;067976402X;7
0060199652;0312195516;7
0684835959;0399145087;7
0375705856;0316666343;7
0451163524;0451180232;7
0786890436;0312195516;7
0688177751;0312983867;7
0385721420;0312195516;7
0446611212;0345370775;7
0375705856;0060928336;7
0452264464;0375727345;7
0451163524;0451184963;7
1558743316;155874262X;7
0671534718;0671759345;7
0671534718;0671534734;7
0446527793;0446531332;7
0671534718;0671695126;7
0064471101;0064471063;7
0553572997;0671003755;7
014023313X;0345370775;7
0836217691;0836221362;7
0836217691;0836218620;7
1573225789;0679781587;7
0064471101;0064471047;7
006101351X;0345337662;7
0688177751;0375706771;7
0425167313;0671003755;7
0553574639;0553574663;7
0440200563;0440201926;7
0452279178;0385199570;7
0425168298;0446610038;7
